task_id,component_index,class_name,slot,db_status,attempt_count,attempts,error_code,started_at,ended_at,actual_grasp_success,review_note
TASK-20260908T070930692553Z,4,여행용티슈,slot_5,FAILED,2,"[{'attempt_no': 1, 'status': 'FAILED', 'started_at': '2026-09-08T07:12:27.420055+00:00', 'ended_at': '2026-09-08T07:12:34.652175+00:00', 'failed_stage': 'OBSERVE', 'error_code': 'stale', 'detail': '좌표 획득 실패'}, {'attempt_no': 2, 'status': 'FAILED', 'started_at': '2026-09-08T07:12:34.652574+00:00', 'ended_at': '2026-09-08T07:12:38.802881+00:00', 'failed_stage': 'OBSERVE', 'error_code': 'stale', 'detail': '좌표 획득 실패'}]",max_attempts,2026-09-08 07:12:27.420,2026-09-08 07:12:38.802,FALSE,좌표획득실패
TASK-20260908T071342411900Z,4,여행용티슈,slot_5,FAILED,2,"[{'attempt_no': 1, 'status': 'FAILED', 'started_at': '2026-09-08T07:16:50.498347+00:00', 'ended_at': '2026-09-08T07:16:54.647867+00:00', 'failed_stage': 'OBSERVE', 'error_code': 'stale', 'detail': '좌표 획득 실패'}, {'attempt_no': 2, 'status': 'FAILED', 'started_at': '2026-09-08T07:16:54.648394+00:00', 'ended_at': '2026-09-08T07:16:58.803309+00:00', 'failed_stage': 'OBSERVE', 'error_code': 'stale', 'detail': '좌표 획득 실패'}]",max_attempts,2026-09-08 07:16:50.498,2026-09-08 07:16:58.803,FALSE,좌표획득실패
TASK-20260908T064526000816Z,5,일회용숟가락,slot_6,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T06:49:50.703930+00:00', 'ended_at': '2026-09-08T06:50:32.002978+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 06:49:50.703,2026-09-08 06:50:32.002,TRUE,
TASK-20260908T070429730427Z,5,일회용숟가락,slot_6,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:08:27.120389+00:00', 'ended_at': '2026-09-08T07:09:11.020129+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:08:27.120,2026-09-08 07:09:11.020,FALSE,
TASK-20260908T070930692553Z,5,일회용숟가락,slot_6,SUCCESS,2,"[{'attempt_no': 1, 'status': 'FAILED', 'started_at': '2026-09-08T07:12:38.803429+00:00', 'ended_at': '2026-09-08T07:12:42.957721+00:00', 'failed_stage': 'OBSERVE', 'error_code': 'stale', 'detail': '좌표 획득 실패'}, {'attempt_no': 2, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:12:42.958305+00:00', 'ended_at': '2026-09-08T07:13:22.717171+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:12:38.803,2026-09-08 07:13:22.717,TRUE,
TASK-20260908T071342411900Z,5,일회용숟가락,slot_6,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:16:58.804227+00:00', 'ended_at': '2026-09-08T07:17:38.413914+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:16:58.804,2026-09-08 07:17:38.413,TRUE,
TASK-20260908T072024958487Z,3,일회용숟가락,slot_4,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:22:56.115222+00:00', 'ended_at': '2026-09-08T07:23:41.412705+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:22:56.115,2026-09-08 07:23:41.412,TRUE,
TASK-20260908T072630963561Z,3,일회용숟가락,slot_4,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:28:55.516673+00:00', 'ended_at': '2026-09-08T07:29:41.425128+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:28:55.516,2026-09-08 07:29:41.425,TRUE,
TASK-20260908T073206626754Z,3,일회용숟가락,slot_4,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:34:33.316752+00:00', 'ended_at': '2026-09-08T07:35:20.216228+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:34:33.316,2026-09-08 07:35:20.216,TRUE,
TASK-20260908T073716715854Z,3,일회용숟가락,slot_4,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:40:00.419896+00:00', 'ended_at': '2026-09-08T07:40:51.018080+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:40:00.419,2026-09-08 07:40:51.018,TRUE,
TASK-20260908T074316093491Z,3,일회용숟가락,slot_4,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:45:54.022219+00:00', 'ended_at': '2026-09-08T07:46:40.219886+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:45:54.022,2026-09-08 07:46:40.219,TRUE,
TASK-20260908T075025330164Z,3,일회용숟가락,slot_4,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:52:59.434038+00:00', 'ended_at': '2026-09-08T07:53:44.626005+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:52:59.434,2026-09-08 07:53:44.626,TRUE,
TASK-20260908T075614673810Z,3,일회용숟가락,slot_4,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:58:51.729496+00:00', 'ended_at': '2026-09-08T07:59:40.527726+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:58:51.729,2026-09-08 07:59:40.527,TRUE,
TASK-20260908T080208052580Z,3,일회용숟가락,slot_4,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T08:04:37.830148+00:00', 'ended_at': '2026-09-08T08:05:27.529074+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 08:04:37.830,2026-09-08 08:05:27.529,FALSE,
TASK-20260908T080759225001Z,3,일회용숟가락,slot_4,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T08:10:37.134178+00:00', 'ended_at': '2026-09-08T08:11:24.131624+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 08:10:37.134,2026-09-08 08:11:24.131,TRUE,
TASK-20260908T081523653769Z,3,일회용숟가락,slot_4,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T08:17:52.836333+00:00', 'ended_at': '2026-09-08T08:18:41.535056+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 08:17:52.836,2026-09-08 08:18:41.535,TRUE,
TASK-20260908T062225060390Z,3,컵라면,slot_4,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T06:24:59.786635+00:00', 'ended_at': '2026-09-08T06:25:50.584174+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 06:24:59.786,2026-09-08 06:25:50.584,TRUE,파지 후 실패
TASK-20260908T062653244581Z,3,컵라면,slot_4,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T06:28:44.588993+00:00', 'ended_at': '2026-09-08T06:29:35.091038+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 06:28:44.588,2026-09-08 06:29:35.091,TRUE,파지 후 실패
TASK-20260908T063104191011Z,4,컵라면,slot_5,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T06:33:38.297908+00:00', 'ended_at': '2026-09-08T06:34:24.892042+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 06:33:38.297,2026-09-08 06:34:24.892,TRUE,
TASK-20260908T063535978796Z,4,컵라면,slot_5,FAILED,2,"[{'attempt_no': 1, 'status': 'FAILED', 'started_at': '2026-09-08T06:38:40.496527+00:00', 'ended_at': '2026-09-08T06:38:47.717005+00:00', 'failed_stage': 'OBSERVE', 'error_code': 'stale', 'detail': '좌표 획득 실패'}, {'attempt_no': 2, 'status': 'FAILED', 'started_at': '2026-09-08T06:38:47.721606+00:00', 'ended_at': '2026-09-08T06:38:51.882030+00:00', 'failed_stage': 'OBSERVE', 'error_code': 'stale', 'detail': '좌표 획득 실패'}]",max_attempts,2026-09-08 06:38:40.496,2026-09-08 06:38:51.882,FALSE,좌표획득실패
TASK-20260908T063921355753Z,4,컵라면,slot_5,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T06:42:19.999459+00:00', 'ended_at': '2026-09-08T06:43:05.699138+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 06:42:19.999,2026-09-08 06:43:05.699,FALSE,파지실패
TASK-20260908T072024958487Z,4,컵라면,slot_5,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:23:41.414195+00:00', 'ended_at': '2026-09-08T07:24:29.812636+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:23:41.414,2026-09-08 07:24:29.812,TRUE,
TASK-20260908T072630963561Z,4,컵라면,slot_5,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:29:41.427290+00:00', 'ended_at': '2026-09-08T07:30:24.314228+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:29:41.427,2026-09-08 07:30:24.314,FALSE,파지실패
TASK-20260908T073206626754Z,4,컵라면,slot_5,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:35:20.219600+00:00', 'ended_at': '2026-09-08T07:36:05.916854+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:35:20.219,2026-09-08 07:36:05.916,TRUE,
TASK-20260908T073716715854Z,4,컵라면,slot_5,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:40:51.020533+00:00', 'ended_at': '2026-09-08T07:41:31.919279+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:40:51.020,2026-09-08 07:41:31.919,TRUE,
TASK-20260908T074316093491Z,4,컵라면,slot_5,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:46:40.220890+00:00', 'ended_at': '2026-09-08T07:47:26.521048+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:46:40.220,2026-09-08 07:47:26.521,FALSE,
TASK-20260908T075025330164Z,4,컵라면,slot_5,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:53:44.627278+00:00', 'ended_at': '2026-09-08T07:54:31.825222+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:53:44.627,2026-09-08 07:54:31.825,FALSE,그리퍼안전모드
TASK-20260908T075614673810Z,4,컵라면,slot_5,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:59:40.528920+00:00', 'ended_at': '2026-09-08T08:00:27.827198+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:59:40.528,2026-09-08 08:00:27.827,FALSE,파지실패
TASK-20260908T080208052580Z,4,컵라면,slot_5,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T08:05:27.530264+00:00', 'ended_at': '2026-09-08T08:06:14.930132+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 08:05:27.530,2026-09-08 08:06:14.930,TRUE,
TASK-20260908T080759225001Z,4,컵라면,slot_5,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T08:11:24.132818+00:00', 'ended_at': '2026-09-08T08:12:11.232148+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 08:11:24.132,2026-09-08 08:12:11.232,TRUE,
TASK-20260908T081523653769Z,4,컵라면,slot_5,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T08:18:41.538354+00:00', 'ended_at': '2026-09-08T08:19:28.139317+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 08:18:41.538,2026-09-08 08:19:28.139,FALSE,파지실패
TASK-20260908T062225060390Z,4,햄,slot_5,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T06:25:50.586295+00:00', 'ended_at': '2026-09-08T06:26:33.487977+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 06:25:50.586,2026-09-08 06:26:33.487,TRUE,
TASK-20260908T062653244581Z,4,햄,slot_5,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T06:29:35.092552+00:00', 'ended_at': '2026-09-08T06:30:18.889183+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 06:29:35.092,2026-09-08 06:30:18.889,TRUE,
TASK-20260908T063104191011Z,5,햄,slot_6,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T06:34:24.893268+00:00', 'ended_at': '2026-09-08T06:35:08.892878+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 06:34:24.893,2026-09-08 06:35:08.892,TRUE,
TASK-20260908T063535978796Z,5,햄,slot_6,FAILED,2,"[{'attempt_no': 1, 'status': 'FAILED', 'started_at': '2026-09-08T06:38:51.885061+00:00', 'ended_at': '2026-09-08T06:38:56.031403+00:00', 'failed_stage': 'OBSERVE', 'error_code': 'stale', 'detail': '좌표 획득 실패'}, {'attempt_no': 2, 'status': 'FAILED', 'started_at': '2026-09-08T06:38:56.031824+00:00', 'ended_at': '2026-09-08T06:39:00.197055+00:00', 'failed_stage': 'OBSERVE', 'error_code': 'stale', 'detail': '좌표 획득 실패'}]",max_attempts,2026-09-08 06:38:51.885,2026-09-08 06:39:00.197,FALSE,좌표 획득 실패
TASK-20260908T063921355753Z,5,햄,slot_6,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T06:43:05.700482+00:00', 'ended_at': '2026-09-08T06:43:45.399492+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 06:43:05.700,2026-09-08 06:43:45.399,FALSE,파지실패
TASK-20260908T072024958487Z,5,햄,slot_6,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:24:29.814196+00:00', 'ended_at': '2026-09-08T07:25:14.813539+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:24:29.814,2026-09-08 07:25:14.813,TRUE,파지후실패
TASK-20260908T072630963561Z,5,햄,slot_6,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:30:24.315986+00:00', 'ended_at': '2026-09-08T07:31:03.816039+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:30:24.315,2026-09-08 07:31:03.816,TRUE,
TASK-20260908T073206626754Z,5,햄,slot_6,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:36:05.921297+00:00', 'ended_at': '2026-09-08T07:36:56.917907+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:36:05.921,2026-09-08 07:36:56.917,TRUE,
TASK-20260908T073716715854Z,5,햄,slot_6,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:41:31.924603+00:00', 'ended_at': '2026-09-08T07:42:16.119035+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:41:31.924,2026-09-08 07:42:16.119,TRUE,
TASK-20260908T074316093491Z,5,햄,slot_6,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:47:26.524877+00:00', 'ended_at': '2026-09-08T07:48:07.321129+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:47:26.524,2026-09-08 07:48:07.321,TRUE,
TASK-20260908T075025330164Z,5,햄,slot_6,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T07:54:31.827329+00:00', 'ended_at': '2026-09-08T07:55:14.624515+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 07:54:31.827,2026-09-08 07:55:14.624,TRUE,
TASK-20260908T075614673810Z,5,햄,slot_6,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T08:00:27.828343+00:00', 'ended_at': '2026-09-08T08:01:08.027310+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 08:00:27.828,2026-09-08 08:01:08.027,TRUE,파지후실패
TASK-20260908T080208052580Z,5,햄,slot_6,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T08:06:14.933441+00:00', 'ended_at': '2026-09-08T08:06:59.129565+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 08:06:14.933,2026-09-08 08:06:59.129,TRUE,
TASK-20260908T080759225001Z,5,햄,slot_6,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T08:12:11.234043+00:00', 'ended_at': '2026-09-08T08:12:51.132911+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 08:12:11.234,2026-09-08 08:12:51.132,TRUE,
TASK-20260908T081523653769Z,5,햄,slot_6,SUCCESS,1,"[{'attempt_no': 1, 'status': 'SUCCESS', 'started_at': '2026-09-08T08:19:28.141994+00:00', 'ended_at': '2026-09-08T08:20:10.944181+00:00', 'failed_stage': '', 'error_code': '', 'detail': ''}]",,2026-09-08 08:19:28.141,2026-09-08 08:20:10.944,TRUE,
